customer_id,customer_name,age,city,gender
1,Customer_1,56,Delhi,Female
2,Customer_2,46,Pune,Male
3,Customer_3,32,Hyderabad,Female
4,Customer_4,60,Hyderabad,Female
5,Customer_5,25,Bangalore,Male
6,Customer_6,38,Bangalore,Male
7,Customer_7,56,Mumbai,Female
8,Customer_8,36,Mumbai,Female
9,Customer_9,40,Hyderabad,Female
10,Customer_10,28,Bangalore,Female
11,Customer_11,28,Delhi,Male
12,Customer_12,41,Pune,Female
13,Customer_13,53,Bangalore,Male
14,Customer_14,57,Bangalore,Male
15,Customer_15,41,Chennai,Female
16,Customer_16,20,Mumbai,Female
17,Customer_17,39,Pune,Female
18,Customer_18,19,Hyderabad,Male
19,Customer_19,41,Bangalore,Male
20,Customer_20,61,Hyderabad,Male
21,Customer_21,47,Bangalore,Male
22,Customer_22,55,Hyderabad,Female
23,Customer_23,19,Pune,Male
24,Customer_24,38,Mumbai,Male
25,Customer_25,50,Pune,Female
26,Customer_26,29,Chennai,Male
27,Customer_27,39,Delhi,Male
28,Customer_28,61,Mumbai,Female
29,Customer_29,42,Pune,Male
30,Customer_30,44,Chennai,Male
31,Customer_31,59,Delhi,Male
32,Customer_32,45,Chennai,Male
33,Customer_33,33,Bangalore,Female
34,Customer_34,32,Bangalore,Male
35,Customer_35,64,Hyderabad,Female
36,Customer_36,61,Mumbai,Male
37,Customer_37,20,Bangalore,Female
38,Customer_38,54,Chennai,Female
39,Customer_39,24,Mumbai,Female
40,Customer_40,38,Bangalore,Male
41,Customer_41,26,Hyderabad,Male
42,Customer_42,56,Pune,Male
43,Customer_43,35,Hyderabad,Female
44,Customer_44,21,Delhi,Male
45,Customer_45,42,Bangalore,Male
46,Customer_46,31,Delhi,Male
47,Customer_47,26,Delhi,Male
48,Customer_48,43,Chennai,Female
49,Customer_49,19,Mumbai,Female
50,Customer_50,37,Chennai,Male
51,Customer_51,45,Bangalore,Male
52,Customer_52,64,Delhi,Male
53,Customer_53,24,Pune,Female
54,Customer_54,61,Delhi,Male
55,Customer_55,25,Pune,Female
56,Customer_56,64,Chennai,Female
57,Customer_57,52,Chennai,Male
58,Customer_58,31,Mumbai,Male
59,Customer_59,34,Delhi,Male
60,Customer_60,53,Hyderabad,Female
61,Customer_61,57,Chennai,Female
62,Customer_62,21,Chennai,Male
63,Customer_63,19,Mumbai,Female
64,Customer_64,23,Pune,Male
65,Customer_65,59,Mumbai,Male
66,Customer_66,21,Delhi,Female
67,Customer_67,46,Bangalore,Female
68,Customer_68,35,Bangalore,Female
69,Customer_69,43,Pune,Female
70,Customer_70,61,Chennai,Male
71,Customer_71,51,Pune,Male
72,Customer_72,27,Chennai,Male
73,Customer_73,53,Chennai,Female
74,Customer_74,31,Bangalore,Male
75,Customer_75,48,Pune,Female
76,Customer_76,32,Mumbai,Female
77,Customer_77,25,Chennai,Female
78,Customer_78,31,Hyderabad,Male
79,Customer_79,40,Hyderabad,Female
80,Customer_80,57,Mumbai,Female
81,Customer_81,38,Hyderabad,Female
82,Customer_82,33,Delhi,Female
83,Customer_83,62,Chennai,Female
84,Customer_84,35,Mumbai,Female
85,Customer_85,64,Pune,Female
86,Customer_86,41,Chennai,Female
87,Customer_87,43,Mumbai,Female
88,Customer_88,42,Bangalore,Female
89,Customer_89,62,Pune,Female
90,Customer_90,58,Bangalore,Female
91,Customer_91,46,Chennai,Male
92,Customer_92,32,Pune,Male
93,Customer_93,62,Hyderabad,Female
94,Customer_94,18,Mumbai,Female
95,Customer_95,42,Chennai,Female
96,Customer_96,24,Delhi,Male
97,Customer_97,26,Pune,Male
98,Customer_98,41,Pune,Male
99,Customer_99,18,Chennai,Female
100,Customer_100,61,Chennai,Female
101,Customer_101,25,Bangalore,Female
102,Customer_102,41,Hyderabad,Female
103,Customer_103,28,Bangalore,Male
104,Customer_104,34,Bangalore,Female
105,Customer_105,25,Hyderabad,Male
106,Customer_106,52,Delhi,Male
107,Customer_107,52,Bangalore,Female
108,Customer_108,50,Bangalore,Male
109,Customer_109,22,Pune,Male
110,Customer_110,59,Hyderabad,Male
111,Customer_111,56,Mumbai,Male
112,Customer_112,58,Delhi,Female
113,Customer_113,45,Delhi,Female
114,Customer_114,24,Hyderabad,Male
115,Customer_115,26,Chennai,Female
116,Customer_116,25,Chennai,Male
117,Customer_117,29,Pune,Female
118,Customer_118,51,Pune,Female
119,Customer_119,50,Hyderabad,Female
120,Customer_120,40,Pune,Female
121,Customer_121,41,Delhi,Female
122,Customer_122,54,Delhi,Male
123,Customer_123,52,Mumbai,Female
124,Customer_124,61,Chennai,Male
125,Customer_125,57,Hyderabad,Male
126,Customer_126,39,Bangalore,Female
127,Customer_127,44,Chennai,Male
128,Customer_128,52,Bangalore,Female
129,Customer_129,18,Mumbai,Male
130,Customer_130,52,Mumbai,Male
131,Customer_131,54,Pune,Female
132,Customer_132,64,Mumbai,Female
133,Customer_133,31,Mumbai,Female
134,Customer_134,20,Bangalore,Female
135,Customer_135,18,Pune,Male
136,Customer_136,22,Mumbai,Female
137,Customer_137,43,Chennai,Male
138,Customer_138,31,Mumbai,Male
139,Customer_139,56,Pune,Male
140,Customer_140,44,Hyderabad,Male
141,Customer_141,26,Pune,Male
142,Customer_142,32,Bangalore,Male
143,Customer_143,32,Hyderabad,Female
144,Customer_144,43,Chennai,Male
145,Customer_145,59,Delhi,Male
146,Customer_146,30,Pune,Male
147,Customer_147,49,Bangalore,Female
148,Customer_148,56,Chennai,Female
149,Customer_149,49,Hyderabad,Male
150,Customer_150,21,Chennai,Female
151,Customer_151,47,Pune,Male
152,Customer_152,54,Mumbai,Female
153,Customer_153,40,Pune,Male
154,Customer_154,56,Delhi,Female
155,Customer_155,62,Pune,Female
156,Customer_156,32,Hyderabad,Female
157,Customer_157,60,Hyderabad,Male
158,Customer_158,46,Pune,Male
159,Customer_159,53,Hyderabad,Male
160,Customer_160,30,Mumbai,Female
161,Customer_161,49,Chennai,Female
162,Customer_162,24,Pune,Male
163,Customer_163,39,Mumbai,Female
164,Customer_164,45,Chennai,Male
165,Customer_165,19,Chennai,Male
166,Customer_166,59,Mumbai,Male
167,Customer_167,62,Bangalore,Male
168,Customer_168,23,Pune,Female
169,Customer_169,45,Chennai,Female
170,Customer_170,45,Chennai,Female
171,Customer_171,61,Hyderabad,Male
172,Customer_172,61,Chennai,Female
173,Customer_173,37,Mumbai,Male
174,Customer_174,47,Chennai,Male
175,Customer_175,28,Bangalore,Male
176,Customer_176,45,Pune,Male
177,Customer_177,42,Pune,Male
178,Customer_178,56,Chennai,Male
179,Customer_179,50,Delhi,Female
180,Customer_180,18,Delhi,Female
181,Customer_181,44,Mumbai,Female
182,Customer_182,30,Delhi,Female
183,Customer_183,58,Mumbai,Male
184,Customer_184,20,Hyderabad,Male
185,Customer_185,56,Mumbai,Female
186,Customer_186,23,Delhi,Female
187,Customer_187,25,Chennai,Female
188,Customer_188,44,Hyderabad,Female
189,Customer_189,26,Delhi,Female
190,Customer_190,54,Mumbai,Female
191,Customer_191,50,Bangalore,Female
192,Customer_192,59,Pune,Female
193,Customer_193,61,Delhi,Male
194,Customer_194,41,Mumbai,Male
195,Customer_195,32,Hyderabad,Male
196,Customer_196,49,Delhi,Male
197,Customer_197,49,Delhi,Female
198,Customer_198,41,Pune,Male
199,Customer_199,58,Mumbai,Female
200,Customer_200,29,Bangalore,Male
201,Customer_201,56,Hyderabad,Female
202,Customer_202,19,Mumbai,Female
203,Customer_203,20,Hyderabad,Male
204,Customer_204,54,Delhi,Male
205,Customer_205,34,Pune,Female
206,Customer_206,19,Pune,Female
207,Customer_207,19,Chennai,Female
208,Customer_208,45,Bangalore,Male
209,Customer_209,40,Pune,Male
210,Customer_210,54,Delhi,Female
211,Customer_211,49,Bangalore,Male
212,Customer_212,50,Mumbai,Female
213,Customer_213,18,Pune,Male
214,Customer_214,36,Bangalore,Male
215,Customer_215,19,Delhi,Male
216,Customer_216,61,Chennai,Male
217,Customer_217,43,Hyderabad,Male
218,Customer_218,49,Hyderabad,Female
219,Customer_219,23,Delhi,Female
220,Customer_220,49,Delhi,Male
221,Customer_221,21,Hyderabad,Female
222,Customer_222,28,Chennai,Female
223,Customer_223,34,Bangalore,Male
224,Customer_224,55,Hyderabad,Female
225,Customer_225,41,Delhi,Male
226,Customer_226,22,Pune,Female
227,Customer_227,51,Mumbai,Female
228,Customer_228,23,Chennai,Female
229,Customer_229,39,Chennai,Female
230,Customer_230,28,Pune,Female
231,Customer_231,33,Pune,Female
232,Customer_232,50,Delhi,Female
233,Customer_233,26,Hyderabad,Male
234,Customer_234,23,Bangalore,Male
235,Customer_235,33,Chennai,Male
236,Customer_236,46,Chennai,Male
237,Customer_237,20,Pune,Female
238,Customer_238,37,Hyderabad,Female
239,Customer_239,53,Chennai,Female
240,Customer_240,36,Bangalore,Male
241,Customer_241,43,Pune,Male
242,Customer_242,20,Bangalore,Male
243,Customer_243,36,Hyderabad,Female
244,Customer_244,37,Chennai,Male
245,Customer_245,49,Mumbai,Female
246,Customer_246,24,Chennai,Male
247,Customer_247,58,Hyderabad,Female
248,Customer_248,50,Chennai,Male
249,Customer_249,57,Chennai,Female
250,Customer_250,56,Delhi,Male
251,Customer_251,35,Chennai,Male
252,Customer_252,57,Chennai,Female
253,Customer_253,18,Bangalore,Female
254,Customer_254,28,Mumbai,Male
255,Customer_255,45,Bangalore,Female
256,Customer_256,42,Bangalore,Male
257,Customer_257,40,Pune,Female
258,Customer_258,48,Delhi,Male
259,Customer_259,47,Bangalore,Female
260,Customer_260,59,Hyderabad,Male
261,Customer_261,52,Hyderabad,Male
262,Customer_262,24,Chennai,Male
263,Customer_263,33,Pune,Female
264,Customer_264,43,Delhi,Male
265,Customer_265,19,Delhi,Female
266,Customer_266,18,Chennai,Female
267,Customer_267,29,Hyderabad,Female
268,Customer_268,22,Mumbai,Male
269,Customer_269,54,Pune,Female
270,Customer_270,49,Chennai,Female
271,Customer_271,26,Pune,Female
272,Customer_272,58,Hyderabad,Male
273,Customer_273,52,Hyderabad,Female
274,Customer_274,36,Mumbai,Female
275,Customer_275,33,Mumbai,Female
276,Customer_276,20,Delhi,Female
277,Customer_277,37,Pune,Male
278,Customer_278,41,Pune,Male
279,Customer_279,50,Hyderabad,Female
280,Customer_280,41,Delhi,Female
281,Customer_281,28,Chennai,Female
282,Customer_282,25,Pune,Female
283,Customer_283,53,Delhi,Male
284,Customer_284,55,Delhi,Male
285,Customer_285,57,Hyderabad,Male
286,Customer_286,37,Delhi,Male
287,Customer_287,52,Mumbai,Female
288,Customer_288,42,Mumbai,Female
289,Customer_289,52,Bangalore,Male
290,Customer_290,42,Hyderabad,Male
291,Customer_291,46,Chennai,Female
292,Customer_292,35,Bangalore,Female
293,Customer_293,63,Mumbai,Female
294,Customer_294,35,Bangalore,Female
295,Customer_295,19,Hyderabad,Female
296,Customer_296,52,Hyderabad,Male
297,Customer_297,33,Delhi,Male
298,Customer_298,58,Pune,Female
299,Customer_299,53,Delhi,Female
300,Customer_300,50,Hyderabad,Male
301,Customer_301,21,Mumbai,Female
302,Customer_302,50,Chennai,Male
303,Customer_303,31,Mumbai,Male
304,Customer_304,38,Delhi,Male
305,Customer_305,37,Chennai,Male
306,Customer_306,25,Hyderabad,Female
307,Customer_307,24,Mumbai,Female
308,Customer_308,20,Hyderabad,Male
309,Customer_309,34,Chennai,Female
310,Customer_310,50,Chennai,Female
311,Customer_311,29,Mumbai,Female
312,Customer_312,39,Hyderabad,Female
313,Customer_313,39,Bangalore,Male
314,Customer_314,63,Hyderabad,Female
315,Customer_315,47,Chennai,Male
316,Customer_316,55,Hyderabad,Male
317,Customer_317,55,Delhi,Female
318,Customer_318,62,Bangalore,Male
319,Customer_319,25,Pune,Female
320,Customer_320,44,Delhi,Female
321,Customer_321,44,Pune,Male
322,Customer_322,51,Mumbai,Female
323,Customer_323,38,Pune,Male
324,Customer_324,47,Hyderabad,Male
325,Customer_325,50,Pune,Female
326,Customer_326,45,Chennai,Female
327,Customer_327,64,Delhi,Female
328,Customer_328,50,Delhi,Male
329,Customer_329,22,Pune,Female
330,Customer_330,36,Delhi,Male
331,Customer_331,21,Chennai,Male
332,Customer_332,52,Delhi,Female
333,Customer_333,34,Pune,Female
334,Customer_334,61,Bangalore,Female
335,Customer_335,45,Bangalore,Male
336,Customer_336,47,Mumbai,Female
337,Customer_337,46,Delhi,Male
338,Customer_338,63,Pune,Female
339,Customer_339,23,Delhi,Female
340,Customer_340,52,Hyderabad,Male
341,Customer_341,58,Chennai,Male
342,Customer_342,54,Delhi,Female
343,Customer_343,41,Delhi,Female
344,Customer_344,46,Bangalore,Female
345,Customer_345,63,Chennai,Female
346,Customer_346,48,Pune,Female
347,Customer_347,52,Delhi,Male
348,Customer_348,50,Bangalore,Male
349,Customer_349,38,Mumbai,Male
350,Customer_350,49,Chennai,Male
351,Customer_351,40,Bangalore,Female
